"yorf","gene","beckmannHi","beckmannLo","hogan","tsvetanova","mitchell","score","RNAbinding","essential","desc"
"YLR309C","IMH1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein involved in vesicular transport; mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi"
"YNL075W","IMP4",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Component of the SSU processome; SSU processome is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigma(70)-like motif and associate with RNAs"
"YIL002C","INP51",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain, plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth"
"YKR019C","IRS4",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"EH domain-containing protein; involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS; IRS4 has a paralog, TAX4, that arose from the whole genome duplication"
"YPR106W","ISR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Predicted protein kinase; overexpression causes sensitivity to staurosporine, which is a potent inhibitor of protein kinase C"
"YBR017C","KAP104",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-binding proteins Nab2p and Hrp1p; regulates asymmetric protein synthesis in daughter cells during mitosis"
"YER110C","KAP123",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1"
"YHR158C","KEL1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein required for proper cell fusion and cell morphology; forms a complex with Bud14p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; functions in a complex with Kel2p to negatively regulate mitotic exit, interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate"
"YLR096W","KIN2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; KIN2 has a paralog, KIN1, that arose from the whole genome duplication"
"YGL216W","KIP3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Kinesin-related antiparallel sliding motor protein; involved in mitotic spindle positioning; sliding activity promotes bipolar spindle assembly and maintenance of genome stability; inhibits spindle elongation, destabilizing late anaphase spindle microtubules that polymerize beyond the midzone"
"YLR260W","LCB5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Minor sphingoid long-chain base kinase; possibly involved in synthesis of long-chain base phosphates, which function as signaling molecules; LCB5 has a paralog, LCB4, that arose from the whole genome duplication"
"YGL009C","LEU1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Isopropylmalate isomerase; catalyzes the second step in the leucine biosynthesis pathway"
"YFR024C-A","LSB3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein containing a C-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization; protein abundance increases in response to DNA replication stress; LSB3 has a paralog, YSC84, that arose from the whole genome duplication"
"YBL026W","LSM2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress"
"YER146W","LSM5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"
"YJR022W","LSM8",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA"
"YER142C","MAG1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"3-methyl-adenine DNA glycosylase; involved in protecting DNA against alkylating agents; initiates base excision repair by removing damaged bases to create abasic sites that are subsequently repaired; protein abundance increases in response to DNA replication stress"
"YKL021C","MAK11",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Protein involved in an early step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats"
"YNL307C","MCK1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Dual-specificity ser/thr and tyrosine protein kinase; roles in chromosome segregation, meiotic entry, genome stability, phosphorylation-dependent protein degradation (Rcn1p and Cdc6p), inhibition of protein kinase A, transcriptional regulation, inhibition of RNA pol III, calcium stress and inhibition of Clb2p-Cdc28p after nuclear division; MCK1 has a paralog, YGK3, that arose from the whole genome duplication"
"YPR019W","MCM4",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Essential helicase component of heterohexameric MCM2-7 complexes; MCM2-7 complexes bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p"
"YOL076W","MDM20",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly"
"YER091C","MET6",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate, similar to bacterial metE homologs"
"YJR144W","MGM101",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein with a role in mitochondrial DNA recombinational repair; also involved in interstrand cross-link repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins, with limited overall similarity but sharing conserved functionally important residues; component of the mitochondrial nucleoid, required for the repair of oxidative mtDNA damage and mitochondrial genome maintenance"
"YMR070W","MOT3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Transcriptional repressor, activator; role in cellular adjustment to osmotic stress including modulation of mating efficiency; involved in repression of subset of hypoxic genes by Rox1p, repression of several DAN/TIR genes during aerobic growth, ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; relocalizes to cytosol under hypoxia; forms [MOT3+] prion under anaerobic conditions"
"YKL059C","MPE1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Essential conserved subunit of CPF cleavage and polyadenylation factor; plays a role in 3' end formation of mRNA via the specific cleavage and polyadenylation of pre-mRNA; contains a ubiquitin-like (UBL) domain, a RNA-binding zinc knuckle motif and a RING finger domain; both the zinc knuckle and RING finger are required for pre-mRNA binding; possible role in ubiquitination of Pap1p; relocalizes to the cytosol in response to hypoxia"
"YJR002W","MPP10",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Component of the SSU processome and 90S preribosome; required for pre-18S rRNA processing, interacts with and controls the stability of Imp3p and Imp4p, essential for viability; similar to human Mpp10p"
"YKL009W","MRT4",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein involved in mRNA turnover and ribosome assembly; required at post-transcriptional step for efficient retrotransposition; localizes to the nucleolus"
"YOR188W","MSB1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein of unknown function; may be involved in positive regulation of 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42, and of mutations in BEM4; potential Cdc28p substrate; relocalizes from bud neck to cytoplasm upon DNA replication stress"
"YGL078C","DBP3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype"
"YNR049C","MSO1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Lipid-interacting protein in SNARE complex assembly machinery; acts at late step in secretion; interacts with membranes through two distinct binding sites; shows genetic and physical interactions with Sec1p; required for prospore membrane formation during sporulation; N-terminus closely associates with plasma membrane, C-terminus colocalizes with Sec4p on intracellular membranes; relocalizes from bud neck to nucleus upon DNA replication stress"
"YJL123C","MTC1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1"
"YBR255W","MTC4",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein of unknown function; required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1"
"YKL186C","MTR2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"mRNA transport regulator; essential nuclear protein; Mex67p and Mtr2p form a mRNA export complex which binds to RNA"
"YNL124W","NAF1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"RNA-binding protein required for the assembly of box H/ACA snoRNPs; thus required for pre-rRNA processing; forms a complex with Shq1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; similar to Gar1p"
"YNL240C","NAR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery; required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; deficiency results in shortened lifespan and sensitivity to paraquat; homologous to human Narf"
"YBL024W","NCL1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide, causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120"
"YMR285C","NGL2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein involved in 5.8S rRNA processing; Ccr4p-like RNase required for correct 3'-end formation of 5.8S rRNA at site E; similar to Ngl1p; NGL2 has a paralog, NGL3, that arose from the whole genome duplication"
"YPL211W","NIP7",TRUE,FALSE,FALSE,FALSE,FALSE,0,"classicalRBD",TRUE,"Nucleolar protein required for 60S ribosome subunit biogenesis; constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p"
"YLR328W","NMA1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Nicotinic acid mononucleotide adenylyltransferase; catalyzes the transfer of the adenylyl moiety of ATP to nicotinamide mononucleotide to form NAD; involved in pathways of NAD biosynthesis, including the de novo, NAD(+) salvage, and nicotinamide riboside salvage pathways; homolog of human NMNAT; NMA1 has a paralog, NMA2, that arose from the whole genome duplication"
"YPL093W","NOG1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Putative GTPase; associates with free 60S ribosomal subunits in the nucleolus and is required for 60S ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; member of the ODN family of nucleolar G-proteins"
"YDL148C","NOP14",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Nucleolar protein; forms a complex with Noc4p that mediates maturation and nuclear export of 40S ribosomal subunits; also present in the small subunit processome complex, which is required for processing of pre-18S rRNA"
"YER126C","NSA2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Protein constituent of 66S pre-ribosomal particles; contributes to processing of the 27S pre-rRNA; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2"
"YJL041W","NSP1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) nuclear basket; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; found in stable complex with Nup82p, Gle2p and two other FG-nucleoporins (Nup159p and Nup116p); also found in stable complex with Nic96p and two other FG-nucleoproteins (Nup49p and Nup57p)"
"YML103C","NUP188",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188"
"YBR025C","OLA1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"P-loop ATPase with similarity to human OLA1 and bacterial YchF; identified as specifically interacting with the proteasome; null mutant displays increased translation rate and increased readthrough of premature stop codons; protein abundance increases in response to hydrogen peroxide and to DNA replication stress"
"YHR179W","OYE2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); responsible for geraniol reduction into citronellol during fermentation; homologous to Oye3p with different ligand binding and catalytic properties; may be involved in sterol metabolism, oxidative stress response, and programmed cell death; protein abundance increases in response to DNA replication stress"
